family_id	tandemx_array_bp	selected_annotation_overlap_bp	selected_annotation_fraction_of_array	best_annotation_class	best_annotation_overlap_bp	overlap_class_count	warning
TXF000923	225	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000924	359	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000925	221	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000926	122	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000927	100	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000928	155	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000929	190	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000930	182	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000931	203	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000932	177	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000933	545	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000934	96	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000935	114	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000936	129	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000937	236	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000938	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000939	197	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000940	624	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000941	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000942	182	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000943	139	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000944	161	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000945	49	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000946	172	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000947	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000948	114	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000949	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000950	153	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000951	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000952	154	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000953	480	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000954	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000955	152	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000956	252	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000957	298	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000958	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000959	185	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000961	200	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000962	129	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000963	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000964	145	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000965	70	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000966	160	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000967	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000968	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000969	245	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000970	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000971	135	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000972	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000973	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000974	155	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000975	135	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000976	73	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000977	69	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000979	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000980	2008	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000981	81	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000982	252	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000983	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000984	128	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000985	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000986	255	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000987	1072	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000988	101	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000989	140	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000990	175	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000991	533	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000992	138	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000993	585	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000994	128	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000996	141	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000997	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000998	137	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF000999	130	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001000	138	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001001	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001002	158	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001003	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001004	116	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001005	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001006	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001007	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001008	109	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001009	64	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001010	112	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001011	109	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001012	101	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001013	125	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001014	105	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001015	220	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001016	76	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001017	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001018	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001019	196	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001020	44	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001022	66	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001023	62	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001024	976	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001025	65	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001026	106	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001027	56	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001028	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001029	63	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001030	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001031	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001032	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001033	109	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001034	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001035	81	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001036	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001037	57	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001038	60	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001039	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001040	149	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001041	55	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001042	85	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001043	59	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001044	54	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001045	153	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001046	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001047	71	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001048	168	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001049	50	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001050	70	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001051	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001052	84	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001053	94	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001054	66	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001055	51	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001056	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001057	64	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001058	472	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001059	194	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001060	49	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001061	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001062	56	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001063	45	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001064	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001065	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001066	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001067	72	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001068	63	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001069	74	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001070	68	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001071	82	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001072	79	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001073	47	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001074	87	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001075	75	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001076	90	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001077	464	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001078	83	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001079	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001080	80	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001081	52	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001082	967	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001083	21970	21957	0.9994082840236687	5S_rDNA	21957	1	
TXF001086	2251	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001088	2666	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001089	3850	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001090	1595	1499	0.9398119122257054	centromere	1034	2	
TXF001094	21569	19357	0.8974454077611387	centromere	11275	2	
TXF001096	7023	7009	0.998006549907447	centromere	7009	1	
TXF001097	48829	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001098	1470	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001099	1711	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001100	1156	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001102	1461	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001103	5434	4836	0.8899521531100478	centromere	3045	2	
TXF001104	2028	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001105	484	425	0.878099173553719	centromere	238	2	
TXF001106	1762	1755	0.9960272417707151	centromere	1755	1	
TXF001107	2076	1832	0.882466281310212	telomere	929	2	
TXF001108	1324	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001109	7152	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001110	1653	1463	0.8850574712643678	centromere	1085	2	
TXF001111	1851	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001112	965	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001113	618	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001114	1235	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001115	989	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001116	1086	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001117	709	622	0.8772919605077574	centromere	327	2	
TXF001118	3076	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001119	1021	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001120	1444	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001122	812	652	0.8029556650246306	centromere	436	2	
TXF001123	740	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001124	1079	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001125	5350	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001126	1394	1343	0.9634146341463414	telomere	702	2	
TXF001127	404	313	0.7747524752475248	telomere	187	2	
TXF001128	771	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001129	678	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001130	1462	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001131	747	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001132	7716	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001133	775	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001134	953	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001135	855	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001137	402	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001138	685	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001139	634	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001140	434	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001141	456	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001142	376	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001143	398	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001144	655	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001145	2301	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001146	603	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001147	529	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001148	4277	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001149	380	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001150	574	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001151	388	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001152	1014	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001153	1131	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001154	273	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001155	542	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001156	355	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001157	375	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001158	842	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001159	347	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001160	381	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001161	415	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001163	515	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001164	1949	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001165	699	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001166	362	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001167	460	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001168	199	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001169	580	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001170	317	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001171	328	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001172	385	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001173	900	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001174	930	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001175	225	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001176	390	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001177	234	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001178	1066	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001179	178	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001181	523	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001182	1169	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001183	230	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001184	198	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001185	413	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001186	429	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001187	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001188	585	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001189	399	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001190	432	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001191	254	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001192	316	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001193	772	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001194	193	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001195	197	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001196	224	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001197	374	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001198	228	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001199	372	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001200	1118	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001201	159	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001202	226	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001203	188	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001204	408	408	1.0	telomere	408	1	
TXF001205	456	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001206	320	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001207	51	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001208	295	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001209	358	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001210	464	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001211	244	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001212	304	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001213	1438	1	0.0006954102920723226	centromere	1	1	
TXF001214	265	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001216	248	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001217	181	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001218	305	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001219	156	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001220	967	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001221	108	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001222	267	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001223	794	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001224	344	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001225	562	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001226	147	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001227	136	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001228	252	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001229	215	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001230	257	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001231	278	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001232	175	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001233	267	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001234	158	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001235	161	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001236	619	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001237	273	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001238	126	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001240	257	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001241	185	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001242	300	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001243	133	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001244	240	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001245	259	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001246	162	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001247	5413	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001248	253	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001249	226	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001250	232	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001251	988	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001252	233	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001253	704	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001254	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001255	249	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001256	121	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001257	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001258	228	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001259	305	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001260	222	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001261	204	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001264	512	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001265	564	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001267	165	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001268	222	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001269	424	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001270	210	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001271	144	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001272	217	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001273	314	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001274	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001275	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001276	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001277	116	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001278	209	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001279	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001280	137	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001281	188	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001282	95	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001283	202	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001284	859	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001285	188	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001286	210	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001287	874	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001288	200	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001290	275	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001291	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001292	451	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001293	166	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001294	150	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001295	150	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001296	187	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001298	70	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001299	182	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001300	172	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001301	99	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001302	137	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001303	139	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001304	105	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001305	139	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001306	187	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001307	178	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001308	86	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001309	141	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001310	142	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001311	185	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001312	92	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001313	97	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001314	162	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001315	77	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001316	426	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001317	1871	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001318	100	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001319	61	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001320	78	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001321	177	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001322	98	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001323	167	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001324	91	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001325	89	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001326	849	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001327	127	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001328	174	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001329	186	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001330	353	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001331	235	0	0.0	NA	0	0	no_selected_author_annotation_overlap
TXF001332	103	103	1.0	45S_rDNA	103	1	
TXF001333	73	0	0.0	NA	0	0	no_selected_author_annotation_overlap
