family_id	monomer_id	monomer_length_bp	consensus_md5	gc_fraction	support_read_count	support_span_bp	mean_identity	low_complexity_flag	confidence	warning
TXF000468	TXM000468	31	b5fa9ea126af2a4f8fd42428fedd5ce6	0.6452	9	1644	0.8533	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000469	TXM000469	85	0141e7416cd2d4f9d6f8fa1a52e3250a	0.4824	9	1629	0.8295	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000236-TXF000469
TXF000470	TXM000470	46	390a5afbf22a15eb23471fd37970a912	0.4783	9	1542	0.8329	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000072-TXF000470;possible_higher_order_or_partial:TXF000273-TXF000470;possible_higher_order_or_partial:TXF000470-TXF000770
TXF000471	TXM000471	65	5eab7071d5c47339c26ea27ad0a7335d	0.2923	9	1453	0.8488	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000472	TXM000472	31	8a488f2516f2fcec1972b2d8d0a68a11	0.4194	9	1436	0.8472	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000473	TXM000473	45	806c08b993b6f8aa80154d34d8eede98	0.4889	9	1423	0.8589	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000072-TXF000473;possible_higher_order_or_partial:TXF000191-TXF000473;possible_higher_order_or_partial:TXF000273-TXF000473
TXF000474	TXM000474	52	2b8f9df64280d0058ea906e8308de59b	0.5962	9	1416	0.9529	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000475	TXM000475	55	d287f3e05d84de93e9a660592afeabcd	0.6000	9	1396	0.8114	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000026-TXF000475;possible_higher_order_or_partial:TXF000071-TXF000475;possible_higher_order_or_partial:TXF000108-TXF000475;possible_higher_order_or_partial:TXF000117-TXF000475;possible_higher_order_or_partial:TXF000212-TXF000475;possible_higher_order_or_partial:TXF000270-TXF000475;possible_higher_order_or_partial:TXF000416-TXF000475;possible_higher_order_or_partial:TXF000475-TXF000515;possible_higher_order_or_partial:TXF000475-TXF000620;possible_higher_order_or_partial:TXF000475-TXF000754;possible_higher_order_or_partial:TXF000475-TXF001024
TXF000476	TXM000476	59	a7aa6defb7c2bc2d48ec20450b0da1c4	0.2712	9	1298	0.8500	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000154-TXF000476
TXF000477	TXM000477	50	82654a36aceeb8feb0cea3b13706065f	0.4600	9	1207	0.8713	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000133-TXF000477
TXF000478	TXM000478	42	4482c931bf15569ae01781d89a5aac02	0.3095	9	1197	0.8627	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000479	TXM000479	44	a5cca1dda5a00170cdb570238e18140b	0.4545	9	1177	0.8194	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000100-TXF000479;possible_higher_order_or_partial:TXF000119-TXF000479;possible_higher_order_or_partial:TXF000204-TXF000479
TXF000480	TXM000480	48	43234c1a9676585e250623fa333c0d0d	0.5625	9	1121	0.7947	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000480-TXF000669;possible_higher_order_or_partial:TXF000480-TXF000795
TXF000481	TXM000481	59	a336c7287d1e3974beda63e194de0c7d	0.7119	9	1102	0.8650	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000482	TXM000482	59	2d6fd5d9c8ce36c3ceff296e8f1fd407	0.6949	9	1100	0.9028	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000275-TXF000482;possible_higher_order_or_partial:TXF000482-TXF000664;possible_higher_order_or_partial:TXF000482-TXF000824;possible_higher_order_or_partial:TXF000482-TXF000825;possible_higher_order_or_partial:TXF000482-TXF001130;possible_higher_order_or_partial:TXF000482-TXF001205
TXF000483	TXM000483	59	0d28dd46c0906b5a35bbec8397a35377	0.6949	9	1100	0.8140	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000319-TXF000483;possible_higher_order_or_partial:TXF000436-TXF000483
TXF000484	TXM000484	59	789b73f64d68b79d8e2c1fe35881625d	0.6610	9	1099	0.8443	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000485	TXM000485	48	cea3f217c41a9550d144e1696527f6be	0.5417	9	1083	0.7992	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000091-TXF000485;possible_higher_order_or_partial:TXF000485-TXF000670
TXF000486	TXM000486	48	41d10c458d171333ef5f53f452a92209	0.2083	9	1052	0.9290	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000487	TXM000487	43	c2f5c9af190ef54a936d310fd5085667	0.3721	9	999	0.8541	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;likely_redundant:TXF000207-TXF000487
TXF000488	TXM000488	42	afaf7d06d6d763a4107e7b6a6dc311c6	0.5476	9	975	0.8885	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000489	TXM000489	46	31eaa9189dc0edff4e90728fc4bf600e	0.2826	9	957	0.8798	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000038-TXF000489;possible_higher_order_or_partial:TXF000121-TXF000489;possible_higher_order_or_partial:TXF000125-TXF000489;possible_higher_order_or_partial:TXF000208-TXF000489;possible_higher_order_or_partial:TXF000228-TXF000489;possible_higher_order_or_partial:TXF000276-TXF000489;possible_higher_order_or_partial:TXF000435-TXF000489;possible_higher_order_or_partial:TXF000489-TXF000667;possible_higher_order_or_partial:TXF000489-TXF000857;possible_higher_order_or_partial:TXF000489-TXF001164;possible_higher_order_or_partial:TXF000489-TXF001173;possible_higher_order_or_partial:TXF000489-TXF001196;possible_higher_order_or_partial:TXF000489-TXF001210
TXF000490	TXM000490	50	9bd1027aff44eb82cb2817dd8ad07050	0.4800	9	909	0.7840	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000491	TXM000491	613	c0380937f42b9f31bdc11a857d94991a	0.2936	8	119442	0.8854	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000492	TXM000492	665	cc4aff17023e02141e5bf158b3469b4f	0.4662	8	49887	0.9332	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000014-TXF000492;possible_higher_order_or_partial:TXF000492-TXF000681;possible_higher_order_or_partial:TXF000492-TXF000688
TXF000493	TXM000493	35	b9a15b507ddbfda18f7696ed514333a1	0.4286	8	42722	0.8764	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;likely_redundant:TXF000493-TXF000685
TXF000494	TXM000494	51	3e6765aec0e1d7adcf861888772ecb60	0.6667	8	10846	0.8178	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000229-TXF000494;possible_higher_order_or_partial:TXF000362-TXF000494;possible_higher_order_or_partial:TXF000494-TXF000564
TXF000495	TXM000495	108	3fe325879be27e7f535356a1643dfc00	0.6759	8	10520	0.8886	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000013-TXF000495;possible_higher_order_or_partial:TXF000081-TXF000495;possible_higher_order_or_partial:TXF000301-TXF000495;possible_higher_order_or_partial:TXF000364-TXF000495
TXF000496	TXM000496	640	b632ac88e3f184857331e4cb2a049b7f	0.5547	8	10249	0.9932	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000250-TXF000496
TXF000497	TXM000497	83	4f378b464219db5cc8c58fc1791b0005	0.6386	8	8637	0.8045	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000444-TXF000497;possible_higher_order_or_partial:TXF000497-TXF000587;possible_higher_order_or_partial:TXF000497-TXF001097
TXF000498	TXM000498	130	971b2bd33d8742eee2c815fc636a6c50	0.3923	8	6526	0.8020	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000499	TXM000499	130	833d5b2ab0705b5f530cfa7e561449bf	0.4154	8	5964	0.8420	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000499-TXF000505
TXF000500	TXM000500	181	c811dd74491931d5406659cc4b5781b1	0.3978	8	5696	0.8376	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000501	TXM000501	230	363e19a7d9fd19ab08ce6cc82769fc36	0.3826	8	5530	0.8818	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000502	TXM000502	229	4ca70e4b3229759945701850cdd0d49f	0.3799	8	5483	0.8235	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000503	TXM000503	104	68edf499b58531f2090df9015d9f1129	0.5096	8	5034	0.8794	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000504	TXM000504	181	ea014cb1af94bd67dd279b190fd75813	0.4254	8	4360	0.9751	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000505	TXM000505	65	7d173951ad8f13a8a36cf5e2570d1837	0.4000	8	4314	0.8289	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000040-TXF000505;possible_higher_order_or_partial:TXF000220-TXF000505;possible_higher_order_or_partial:TXF000499-TXF000505
TXF000506	TXM000506	84	e3cb0e3905d70fca4285481f54e9446a	0.6786	8	4303	0.8139	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000210-TXF000506;possible_higher_order_or_partial:TXF000444-TXF000506;possible_higher_order_or_partial:TXF000446-TXF000506;possible_higher_order_or_partial:TXF000506-TXF000587;possible_higher_order_or_partial:TXF000506-TXF000596;possible_higher_order_or_partial:TXF000506-TXF001097
TXF000507	TXM000507	52	67aa2edaeb769823f95e1ca2404ae2a6	0.6538	8	3872	0.8042	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000110-TXF000507;possible_higher_order_or_partial:TXF000198-TXF000507;possible_higher_order_or_partial:TXF000211-TXF000507;possible_higher_order_or_partial:TXF000442-TXF000507;possible_higher_order_or_partial:TXF000443-TXF000507;possible_higher_order_or_partial:TXF000447-TXF000507;possible_higher_order_or_partial:TXF000507-TXF000683;possible_higher_order_or_partial:TXF000507-TXF000710;possible_higher_order_or_partial:TXF000507-TXF000872;possible_higher_order_or_partial:TXF000507-TXF000891
TXF000508	TXM000508	87	286b0df39a47068b3db60f949791ef90	0.6667	8	3764	0.8202	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000007-TXF000508;likely_redundant:TXF000059-TXF000508;possible_higher_order_or_partial:TXF000083-TXF000508;possible_higher_order_or_partial:TXF000186-TXF000508;possible_higher_order_or_partial:TXF000508-TXF000705;possible_higher_order_or_partial:TXF000508-TXF000724;possible_higher_order_or_partial:TXF000508-TXF000738;possible_higher_order_or_partial:TXF000508-TXF000743
TXF000509	TXM000509	62	50e41337c136c3620663bbe986833435	0.4194	8	3429	0.8203	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000510	TXM000510	105	e29c19b12e7400aa1b91e982e90d0910	0.4952	8	3230	0.8457	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000185-TXF000510;possible_higher_order_or_partial:TXF000510-TXF000574
TXF000511	TXM000511	173	364ef4f9915980e8c2f06e354136a3ae	0.2486	8	3142	0.9394	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000512	TXM000512	102	821e2254bb491e5b5e58fc2502cb9b9a	0.4804	8	3008	0.8790	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000513	TXM000513	158	644cc010383f124a329854f526d0b30d	0.5253	8	2728	0.8956	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000265-TXF000513
TXF000514	TXM000514	116	ee756bc17bb744c2395ce50644bb1487	0.6034	8	2715	0.8722	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000515	TXM000515	55	c675a8e6f6d7b6cde49f099ec64c0a15	0.5818	8	2630	0.8339	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000026-TXF000515;possible_higher_order_or_partial:TXF000071-TXF000515;possible_higher_order_or_partial:TXF000108-TXF000515;possible_higher_order_or_partial:TXF000117-TXF000515;possible_higher_order_or_partial:TXF000212-TXF000515;possible_higher_order_or_partial:TXF000214-TXF000515;possible_higher_order_or_partial:TXF000416-TXF000515;possible_higher_order_or_partial:TXF000475-TXF000515;possible_higher_order_or_partial:TXF000515-TXF000754;possible_higher_order_or_partial:TXF000515-TXF001024
TXF000516	TXM000516	47	5f08ceccf786e8a1c3ae92994d086476	0.2766	8	2601	0.8235	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000517	TXM000517	149	36d2b91f53db5faba1dff5e78b0c6dfb	0.4430	8	2402	0.9601	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000518	TXM000518	138	1e9da81bf63c2be58fc85fcb13399b56	0.4203	8	2282	0.8062	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000519	TXM000519	65	533d11d0cf45d828d5abbccf37e915c3	0.3077	8	2105	0.9232	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000520	TXM000520	64	f72d9e3443059d5259e9ea5610193fde	0.5156	8	2031	0.8383	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000520-TXF000615;possible_higher_order_or_partial:TXF000520-TXF000819
TXF000521	TXM000521	112	afb0a8e463e5d373889a35be735907a3	0.3036	8	1980	0.9782	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000522	TXM000522	97	84834a06ea4912ee10dde5d21a7663d1	0.2887	8	1896	0.8908	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000523	TXM000523	40	d9b2f9b4d32b0cdf1a2d50dfe6619ab6	0.3000	8	1832	0.8583	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000524	TXM000524	43	f1486a27e029fe44aeae42b09be3bc43	0.6279	8	1814	0.8267	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000525	TXM000525	72	6c71d270b991b91c575b7ee9837b178e	0.2639	8	1726	0.8780	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000525-TXF000781;possible_higher_order_or_partial:TXF000525-TXF000986
TXF000526	TXM000526	54	f3946a6ef42cde4dc666a9ef5f262647	0.5741	8	1665	0.8164	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000527	TXM000527	70	79a4aa1f5d55d4f9cb6e3aeb43e0aa79	0.3429	8	1656	0.9181	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000528	TXM000528	85	591dc52b688308a4a5786b6c15cd86cc	0.2941	8	1574	0.8569	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000529	TXM000529	50	4dc69c328726f0c8f5e9a9f7b1d31bc4	0.2400	8	1563	0.8139	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000529-TXF000950
TXF000530	TXM000530	30	e8079caba575562c567dde51abd7cdb4	0.4667	8	1505	0.8039	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000018-TXF000530;possible_higher_order_or_partial:TXF000120-TXF000530;possible_higher_order_or_partial:TXF000160-TXF000530;possible_higher_order_or_partial:TXF000166-TXF000530;possible_higher_order_or_partial:TXF000203-TXF000530;possible_higher_order_or_partial:TXF000249-TXF000530;possible_higher_order_or_partial:TXF000288-TXF000530;possible_higher_order_or_partial:TXF000293-TXF000530;possible_higher_order_or_partial:TXF000340-TXF000530;possible_higher_order_or_partial:TXF000375-TXF000530;possible_higher_order_or_partial:TXF000530-TXF000608;possible_higher_order_or_partial:TXF000530-TXF000644;possible_higher_order_or_partial:TXF000530-TXF000807;possible_higher_order_or_partial:TXF000530-TXF001014;possible_higher_order_or_partial:TXF000530-TXF001037
TXF000531	TXM000531	91	20d543d0ce681a023afb6b78510aedca	0.3516	8	1490	0.8598	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000532	TXM000532	52	8054642502972fbaa2a7cb8d43d6b3c9	0.7115	8	1473	0.8192	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000457-TXF000532
TXF000533	TXM000533	56	2100a86a90e8233e8da4d4dd19f38e2b	0.5893	8	1465	0.8331	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000333-TXF000533;possible_higher_order_or_partial:TXF000454-TXF000533
TXF000534	TXM000534	55	c354f6357c5993a43188cce749ede722	0.6000	8	1456	0.8150	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000045-TXF000534;possible_higher_order_or_partial:TXF000214-TXF000534;possible_higher_order_or_partial:TXF000534-TXF000620;possible_higher_order_or_partial:TXF000534-TXF000996
TXF000535	TXM000535	85	fb09a42af90b08cd02b5568cc044dbb0	0.4235	8	1425	0.8611	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000536	TXM000536	59	952484bf545b536c95e87619bd51e2e6	0.2542	8	1399	0.8115	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000061-TXF000536;possible_higher_order_or_partial:TXF000343-TXF000536;possible_higher_order_or_partial:TXF000380-TXF000536;possible_higher_order_or_partial:TXF000536-TXF000635;possible_higher_order_or_partial:TXF000536-TXF000785;possible_higher_order_or_partial:TXF000536-TXF001071
TXF000537	TXM000537	53	289d42c2ea3db47979d3147684e95fc0	0.3208	8	1213	0.9075	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000538	TXM000538	49	f7cc42df8850cb0e19dc468203373765	0.2449	8	1169	0.8592	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000539	TXM000539	48	d3fd5c775964b32e647c931843f283eb	0.6042	8	1152	0.7867	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000540	TXM000540	49	67ec285006a81eb281674a3a9fd71c6c	0.4898	8	1081	0.8464	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000540-TXF001140
TXF000541	TXM000541	42	290dd4fdd62461b01fc4d5e751f34a5c	0.3095	8	1080	0.8380	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000542	TXM000542	41	d22354343cee4d1e844373bd57a878c4	0.4390	8	1074	0.8271	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000543	TXM000543	48	a11a70838c5de87a5995dca9a0c713ef	0.6875	8	1049	0.7913	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000544	TXM000544	59	154337578a30c531fb510a3072957f1b	0.2542	8	1047	0.8470	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000154-TXF000544;possible_higher_order_or_partial:TXF000348-TXF000544
TXF000545	TXM000545	44	447c1695db9255b0db24869900e82088	0.4545	8	1039	0.8052	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000546	TXM000546	59	f821373b27c5a877eae3a44c46812279	0.3390	8	1008	0.8358	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000547	TXM000547	31	44f28df7765fbd7354f24eea8f128173	0.3548	8	995	0.8270	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000548	TXM000548	44	8c00388a63e946b6c54e824e1c89de30	0.4091	8	981	0.8183	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000100-TXF000548
TXF000549	TXM000549	36	645c87e431615a3d8922b2412ef28a23	0.3889	8	950	0.8482	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000550	TXM000550	31	6ba1c5b0eee8826377455bdecf352734	0.2903	8	944	0.8647	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000551	TXM000551	45	f9382a7d05e8a3a951dacc008592baf7	0.3556	8	918	0.8406	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000551-TXF000852
TXF000552	TXM000552	41	4b65a3fb45c1b483941facbbc6b31192	0.2927	8	913	0.8414	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000553	TXM000553	49	2048ee7be437a97379755936db5b1569	0.4490	8	883	0.8817	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000553-TXF000660
TXF000554	TXM000554	31	78f0ca804f78f75caef455f0cb4f7ed6	0.3548	8	881	0.8299	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000394-TXF000554;possible_higher_order_or_partial:TXF000554-TXF000557
TXF000555	TXM000555	30	994c1e0486f999268ab2ef86fe2dd464	0.5000	8	878	0.8884	true	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;low_complexity_family;likely_redundant:TXF000042-TXF000555;likely_redundant:TXF000096-TXF000555;possible_higher_order_or_partial:TXF000157-TXF000555;possible_higher_order_or_partial:TXF000240-TXF000555;likely_redundant:TXF000297-TXF000555;possible_higher_order_or_partial:TXF000395-TXF000555;possible_higher_order_or_partial:TXF000555-TXF000885;possible_higher_order_or_partial:TXF000555-TXF000904;possible_higher_order_or_partial:TXF000555-TXF000958;possible_higher_order_or_partial:TXF000555-TXF001002;possible_higher_order_or_partial:TXF000555-TXF001170
TXF000556	TXM000556	33	c8c4eb3c286b442b2290b035ae11a793	0.3939	8	867	0.8529	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000556-TXF001187
TXF000557	TXM000557	31	1f875417782ff6689950f52088cd7eb9	0.3871	8	850	0.8187	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000554-TXF000557
TXF000558	TXM000558	50	4fd18cbf596e566311daaf886a47d8f0	0.4200	8	832	0.7843	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000559	TXM000559	50	ce11b37c22bae6eb575063f7c9d300ed	0.5200	8	820	0.8341	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000560	TXM000560	48	026b911613ac9a9e1e67274b5ceb3ed0	0.5417	8	809	0.8300	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000561	TXM000561	38	4a76e421d6865d929757e285400dded3	0.2368	8	805	0.8455	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000562	TXM000562	751	e716c2b80667631aa8ec72002eb58059	0.2783	7	81934	0.9092	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000563	TXM000563	121	046ff5b6efbc87083f19595987d786aa	0.3967	7	55119	0.9046	false	high	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
TXF000564	TXM000564	302	e6035b0fb15fb9e2eebda6ad11f3b260	0.6722	7	50194	0.8252	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95;possible_higher_order_or_partial:TXF000023-TXF000564;possible_higher_order_or_partial:TXF000027-TXF000564;possible_higher_order_or_partial:TXF000076-TXF000564;possible_higher_order_or_partial:TXF000211-TXF000564;possible_higher_order_or_partial:TXF000229-TXF000564;possible_higher_order_or_partial:TXF000443-TXF000564;possible_higher_order_or_partial:TXF000494-TXF000564
TXF000565	TXM000565	660	6175e26605b036bc8f3349735f2c482a	0.4682	7	27922	0.8924	false	medium	operational_monomer_cluster;observed_consensus_representative;uncalibrated_confidence;cluster_identity=0.95
